event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT08095,2026-01-29 02:35:00,Configuration Change,Medium,Normal,0.098974332694559,Configuration Change,Low,1,Critical CVSS score (9.6),0,No,9.6,40.37,Moderate,high CVSS
EVT08096,2026-01-29 02:40:00,Credential Dumping,High,Normal,0.1016295697033045,Credential Theft,High,3,Credential theft indicator,0,No,6.1,31.97,Low,limited supporting security evidence
EVT08097,2026-01-29 02:45:00,Account Lockout,Low,Normal,0.0221847810575379,Suspicious Activity,High,3,Malware indicator present,0,Yes,6.8,55.99,Moderate,moderate anomaly evidence + malware detected
EVT08098,2026-01-29 02:50:00,Credential Dumping,High,Normal,0.1202997739281541,Credential Theft,High,3,Credential theft indicator,0,No,2.9,20.45,Low,limited supporting security evidence
EVT08099,2026-01-29 02:55:00,Lateral Movement Detected,High,Normal,0.1039020091153478,Lateral Movement,Medium,2,Critical CVSS score (10.0),0,No,10.0,40.1,Moderate,high CVSS
EVT08100,2026-01-29 03:00:00,Failed Login,Medium,Normal,0.0297305497664027,Brute Force,High,3,Authentication attack indicator + Malware indicator present,0,Yes,0.9,41.1,Moderate,moderate anomaly evidence + malware detected
EVT08101,2026-01-29 03:05:00,Port Scan,Critical,Normal,0.0790516161254375,Port Scanning,Medium,2,No major suspicious indicators,0,No,5.8,36.63,Low,moderate anomaly evidence
EVT08102,2026-01-29 03:10:00,Configuration Change,Medium,Normal,0.1470578972339974,Configuration Change,Low,1,No major suspicious indicators,0,No,2.2,12.57,Low,limited supporting security evidence
EVT08103,2026-01-29 03:15:00,Port Scan,High,Normal,0.0912188063643684,Port Scanning,Medium,2,No major suspicious indicators,1,No,8.0,40.5,Moderate,high CVSS
EVT08104,2026-01-29 03:20:00,Data Exfiltration Attempt,Low,Normal,0.0939433877311487,Data Exfiltration,Low,1,No major suspicious indicators,0,No,4.1,29.34,Low,limited supporting security evidence
EVT08105,2026-01-29 03:25:00,Phishing Email,High,Normal,0.1268742688297309,Phishing,Medium,2,Phishing indicator,0,No,5.7,25.12,Low,limited supporting security evidence
EVT08106,2026-01-29 03:30:00,SQL Injection Attempt,Medium,Normal,0.1212388558618436,SQL Injection,High,3,SQL injection indicator,2,No,7.0,33.04,Low,high CVSS
EVT08107,2026-01-29 03:35:00,Account Lockout,Low,Normal,0.0584378730689045,Suspicious Activity,Low,1,No major suspicious indicators,0,No,6.0,41.95,Moderate,moderate anomaly evidence
EVT08108,2026-01-29 03:40:00,SQL Injection Attempt,High,Normal,0.133189971876686,SQL Injection,High,3,SQL injection indicator,1,No,6.5,27.25,Low,limited supporting security evidence
EVT08109,2026-01-29 03:45:00,Phishing Email,High,Normal,0.0791480739675044,Phishing,Medium,2,Phishing indicator,3,No,4.0,38.17,Low,moderate anomaly evidence
EVT08110,2026-01-29 03:50:00,Login Success,High,Normal,0.1053747313801597,Normal Activity,Medium,2,No major suspicious indicators,0,No,2.8,23.75,Low,limited supporting security evidence
EVT08111,2026-01-29 03:55:00,Account Lockout,Low,Normal,0.0581166522307481,Suspicious Activity,Low,1,No major suspicious indicators,0,No,0.4,29.58,Low,moderate anomaly evidence
EVT08112,2026-01-29 04:00:00,DNS Tunneling Detected,Low,Normal,0.1128759297947021,DNS Tunneling,Low,1,No major suspicious indicators,0,No,5.6,28.2,Low,limited supporting security evidence
EVT08113,2026-01-29 04:05:00,File Access,Medium,Normal,0.1190773971289081,File Activity,Low,1,No major suspicious indicators,0,No,0.3,14.96,Low,limited supporting security evidence
EVT08114,2026-01-29 04:10:00,Suspicious Process Execution,Critical,Normal,0.0740669630950101,Suspicious Process,High,3,No major suspicious indicators,0,No,5.8,37.81,Low,moderate anomaly evidence
EVT08115,2026-01-29 04:15:00,USB Device Connected,High,Normal,0.1240823130262918,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,8.6,32.22,Low,high CVSS
EVT08116,2026-01-29 04:20:00,Brute Force,Low,Normal,0.0201698680672541,Brute Force,High,3,High failed login activity (8 attempts),8,No,2.4,57.8,Moderate,moderate anomaly evidence + high failed-login activity
EVT08117,2026-01-29 04:25:00,Port Scan,Low,Normal,0.0883318682859657,Port Scanning,Medium,2,No major suspicious indicators,0,No,7.4,38.0,Low,high CVSS
EVT08118,2026-01-29 04:30:00,Phishing Email,High,Normal,0.1219417720895176,Phishing,Medium,2,Phishing indicator,0,No,3.9,22.28,Low,limited supporting security evidence
EVT08119,2026-01-29 04:35:00,Credential Dumping,Medium,Normal,0.131140491575487,Credential Theft,High,3,Credential theft indicator,0,No,7.7,28.55,Low,high CVSS
EVT08120,2026-01-29 04:40:00,Data Exfiltration Attempt,Medium,Normal,0.1030639766178292,Data Exfiltration,Low,1,No major suspicious indicators,2,No,4.1,30.89,Low,limited supporting security evidence
EVT08121,2026-01-29 04:45:00,Web Shell Detected,High,Normal,0.1096990047857389,Web Shell,Medium,2,No major suspicious indicators,0,No,1.7,20.28,Low,limited supporting security evidence
EVT08122,2026-01-29 04:50:00,Phishing Email,Medium,Normal,0.1170052610036825,Phishing,Medium,2,Phishing indicator,0,No,8.9,34.56,Low,high CVSS
EVT08123,2026-01-29 04:55:00,Ransomware Detected,High,Normal,0.0958688308742395,Ransomware,Critical,4,Ransomware event detected,4,No,5.9,40.29,Moderate,limited supporting security evidence
EVT08124,2026-01-29 05:00:00,Lateral Movement Detected,Low,Normal,0.1206959025860791,Lateral Movement,Medium,2,No major suspicious indicators,0,No,7.5,30.58,Low,high CVSS
EVT08125,2026-01-29 05:05:00,Web Shell Detected,Critical,Suspicious,-0.0142251179860614,Web Shell,Critical,4,ML anomaly detected + Malware indicator present,5,Yes,7.9,76.29,High,strong anomaly evidence + high CVSS + malware detected
EVT08126,2026-01-29 05:10:00,Configuration Change,Medium,Normal,0.0449621387346417,Configuration Change,Low,1,No major suspicious indicators,7,No,0.5,45.87,Moderate,moderate anomaly evidence + high failed-login activity
EVT08127,2026-01-29 05:15:00,Session Hijacking Attempt,Critical,Normal,0.039476302693871,Session Hijacking,High,3,No major suspicious indicators,0,No,8.8,52.65,Moderate,moderate anomaly evidence + high CVSS
EVT08128,2026-01-29 05:20:00,Suspicious Process Execution,Low,Normal,0.0005596861740231,Suspicious Process,Low,1,Critical CVSS score (9.4),8,No,9.4,77.99,High,strong anomaly evidence + high CVSS + high failed-login activity
EVT08129,2026-01-29 05:25:00,Failed Login,Low,Normal,0.0688191145673439,Brute Force,Low,1,Authentication attack indicator,0,No,1.7,29.94,Low,moderate anomaly evidence
EVT08130,2026-01-29 05:30:00,Session Hijacking Attempt,High,Normal,0.0416632550160845,Session Hijacking,Medium,2,No major suspicious indicators,8,No,4.6,57.61,Moderate,moderate anomaly evidence + high failed-login activity
EVT08131,2026-01-29 05:35:00,Brute Force,Medium,Normal,0.1023074302025346,Brute Force,Low,1,Authentication attack indicator,0,No,1.0,20.47,Low,limited supporting security evidence
EVT08132,2026-01-29 05:40:00,Phishing Email,High,Suspicious,-0.0004616844504494,Phishing,High,3,ML anomaly detected + Phishing indicator + Malware indicator present,0,Yes,0.1,46.45,Moderate,strong anomaly evidence + malware detected
EVT08133,2026-01-29 05:45:00,Brute Force,Medium,Normal,0.1213072607836889,Brute Force,Low,1,Authentication attack indicator,0,No,8.3,32.21,Low,high CVSS
EVT08134,2026-01-29 05:50:00,File Access,Critical,Suspicious,-0.0149234276044259,File Activity,Medium,2,ML anomaly detected,6,No,1.0,59.27,Moderate,strong anomaly evidence + high failed-login activity
EVT08135,2026-01-29 05:55:00,Ransomware Detected,Low,Normal,0.0183373205539254,Ransomware,Critical,4,Ransomware event detected,6,No,0.6,50.53,Moderate,moderate anomaly evidence + high failed-login activity
EVT08136,2026-01-29 06:00:00,Ransomware Detected,Medium,Normal,0.0460787927830533,Ransomware,Critical,4,Ransomware event detected + Malware indicator present,0,Yes,2.6,41.01,Moderate,moderate anomaly evidence + malware detected
EVT08137,2026-01-29 06:05:00,Malware Detection,Critical,Normal,0.1134481209604295,Malware,High,3,Malware event detected,0,No,1.5,18.95,Low,limited supporting security evidence
EVT08138,2026-01-29 06:10:00,Lateral Movement Detected,High,Normal,0.1146811023294286,Lateral Movement,Medium,2,No major suspicious indicators,3,No,5.1,32.22,Low,limited supporting security evidence
EVT08139,2026-01-29 06:15:00,USB Device Connected,High,Normal,0.1006392927682446,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,8.0,36.42,Low,high CVSS
EVT08140,2026-01-29 06:20:00,Privilege Escalation,Low,Normal,0.122991018900128,Privilege Escalation,High,3,No major suspicious indicators,0,No,8.6,32.48,Low,high CVSS
EVT08141,2026-01-29 06:25:00,Suspicious Process Execution,High,Normal,0.0201376507273219,Suspicious Process,Medium,2,Critical CVSS score (9.7),5,No,9.7,68.47,Moderate,moderate anomaly evidence + high CVSS
EVT08142,2026-01-29 06:30:00,Suspicious Process Execution,High,Normal,0.1207335279737171,Suspicious Process,Medium,2,No major suspicious indicators,0,No,8.0,31.68,Low,high CVSS
EVT08143,2026-01-29 06:35:00,Lateral Movement Detected,Critical,Normal,0.1137003418298412,Lateral Movement,Medium,2,No major suspicious indicators,0,No,1.4,18.67,Low,limited supporting security evidence
EVT08144,2026-01-29 06:40:00,Credential Dumping,High,Suspicious,-0.0658635260600973,Credential Theft,Critical,4,ML anomaly detected + Credential theft indicator + Malware indicator present + Critical CVSS score (9.3),7,Yes,9.3,95.3,Very High,strong anomaly evidence + high CVSS + high failed-login activity + malware detected
EVT08145,2026-01-29 06:45:00,Failed Login,High,Normal,0.0148732473387441,Brute Force,High,3,Authentication attack indicator + Malware indicator present,4,Yes,4.4,59.79,Moderate,moderate anomaly evidence + malware detected
EVT08146,2026-01-29 06:50:00,Port Scan,Low,Normal,0.1039607802238902,Port Scanning,Medium,2,Critical CVSS score (9.7),0,No,9.7,39.42,Low,high CVSS
EVT08147,2026-01-29 06:55:00,VPN Connection,Medium,Normal,0.129963852809519,VPN Activity,Low,1,No major suspicious indicators,0,No,1.8,15.72,Low,limited supporting security evidence
EVT08148,2026-01-29 07:00:00,File Access,Medium,Normal,0.126878812528322,File Activity,Low,1,No major suspicious indicators,0,No,8.8,32.0,Low,high CVSS
EVT08149,2026-01-29 07:05:00,Account Lockout,High,Normal,0.0925359320194677,Suspicious Activity,Medium,2,No major suspicious indicators,0,No,3.7,28.78,Low,limited supporting security evidence
EVT08150,2026-01-29 07:10:00,Brute Force,High,Normal,0.1249925210322953,Brute Force,Medium,2,Authentication attack indicator,0,No,6.1,26.45,Low,limited supporting security evidence
EVT08151,2026-01-29 07:15:00,Ransomware Detected,Critical,Normal,0.0669100025770588,Ransomware,Critical,4,Ransomware event detected,0,No,0.1,26.83,Low,moderate anomaly evidence
EVT08152,2026-01-29 07:20:00,Ransomware Detected,Medium,Normal,0.1326787435620213,Ransomware,Critical,4,Ransomware event detected + Critical CVSS score (9.2),0,No,9.2,31.52,Low,high CVSS
EVT08153,2026-01-29 07:25:00,Credential Dumping,Low,Normal,0.0771845849917269,Credential Theft,High,3,Credential theft indicator,0,No,7.8,41.52,Moderate,moderate anomaly evidence + high CVSS
EVT08154,2026-01-29 07:30:00,USB Device Connected,Critical,Normal,0.0800431929888851,Suspicious Device Activity,High,3,No major suspicious indicators,0,No,5.8,36.4,Low,limited supporting security evidence
EVT08155,2026-01-29 07:35:00,Suspicious Process Execution,High,Normal,0.0587849956554323,Suspicious Process,High,3,Malware indicator present,0,Yes,6.1,45.79,Moderate,moderate anomaly evidence + malware detected
EVT08156,2026-01-29 07:40:00,Malware Detection,Critical,Normal,0.0548707988783601,Malware,High,3,Malware event detected + Critical CVSS score (9.4),0,No,9.4,50.34,Moderate,moderate anomaly evidence + high CVSS
EVT08157,2026-01-29 07:45:00,Web Shell Detected,High,Normal,0.0774142824063242,Web Shell,Medium,2,No major suspicious indicators,0,No,6.8,39.24,Low,moderate anomaly evidence
EVT08158,2026-01-29 07:50:00,USB Device Connected,Critical,Normal,0.0500359275331296,Suspicious Device Activity,High,3,No major suspicious indicators,0,No,3.9,39.26,Low,moderate anomaly evidence
EVT08159,2026-01-29 07:55:00,Unauthorized Access,Low,Normal,0.0312114790227582,Unauthorized Access,High,3,Malware indicator present,0,Yes,2.9,45.19,Moderate,moderate anomaly evidence + malware detected
EVT08160,2026-01-29 08:00:00,Phishing Email,Low,Normal,0.1231733567596606,Phishing,Medium,2,Phishing indicator,0,No,5.0,24.43,Low,limited supporting security evidence
EVT08161,2026-01-29 08:05:00,Phishing Email,Critical,Normal,0.0939846077963717,Phishing,Medium,2,Phishing indicator + Critical CVSS score (9.3),0,No,9.3,40.88,Moderate,high CVSS
EVT08162,2026-01-29 08:10:00,SQL Injection Attempt,Low,Normal,0.0676665293352184,SQL Injection,High,3,SQL injection indicator,0,No,0.5,27.54,Low,moderate anomaly evidence
EVT08163,2026-01-29 08:15:00,USB Device Connected,Medium,Normal,0.1107021780258101,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,0.1,16.49,Low,limited supporting security evidence
EVT08164,2026-01-29 08:20:00,Session Hijacking Attempt,Medium,Normal,0.076951295140902,Session Hijacking,Low,1,No major suspicious indicators,7,No,2.8,43.43,Moderate,moderate anomaly evidence + high failed-login activity
EVT08165,2026-01-29 08:25:00,DDoS Attempt,Medium,Normal,0.152112093374847,DDoS,High,3,DDoS indicator,0,No,1.7,10.27,Low,limited supporting security evidence
EVT08166,2026-01-29 08:30:00,Web Shell Detected,High,Normal,0.0625255403850051,Web Shell,Medium,2,No major suspicious indicators,0,No,1.9,31.87,Low,moderate anomaly evidence
EVT08167,2026-01-29 08:35:00,Ransomware Detected,Low,Normal,0.1137538014596429,Ransomware,Critical,4,Ransomware event detected,0,No,6.8,30.66,Low,limited supporting security evidence
EVT08168,2026-01-29 08:40:00,Ransomware Detected,High,Normal,0.1471600923240787,Ransomware,Critical,4,Ransomware event detected,0,No,7.0,23.21,Low,high CVSS
EVT08169,2026-01-29 08:45:00,Failed Login,Critical,Suspicious,-0.0151724940886982,Brute Force,Critical,4,ML anomaly detected + Authentication attack indicator + Malware indicator present,0,Yes,3.3,57.04,Moderate,strong anomaly evidence + malware detected
EVT08170,2026-01-29 08:50:00,Session Hijacking Attempt,High,Suspicious,-0.0154142164483197,Session Hijacking,High,3,ML anomaly detected + Malware indicator present,5,Yes,0.8,60.8,Moderate,strong anomaly evidence + malware detected
EVT08171,2026-01-29 08:55:00,Credential Dumping,Critical,Normal,0.0863609868859217,Credential Theft,High,3,Credential theft indicator,0,No,4.3,31.57,Low,limited supporting security evidence
EVT08172,2026-01-29 09:00:00,File Access,Medium,Normal,0.0094523741773711,File Activity,High,3,Malware indicator present,0,Yes,0.2,44.33,Moderate,moderate anomaly evidence + malware detected
EVT08173,2026-01-29 09:05:00,Login Success,Medium,Normal,0.1737800019332675,Normal Activity,Normal,0,No major suspicious indicators,0,No,3.0,8.04,Low,limited supporting security evidence
EVT08174,2026-01-29 09:10:00,Unauthorized Access,Low,Normal,0.013557091231857,Unauthorized Access,High,3,Malware indicator present,0,Yes,7.9,60.47,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08175,2026-01-29 09:15:00,Brute Force,High,Normal,0.069446520253263,Brute Force,Medium,2,Authentication attack indicator,3,No,0.7,33.12,Low,moderate anomaly evidence
EVT08176,2026-01-29 09:20:00,Credential Dumping,Critical,Suspicious,-0.0108879442920045,Credential Theft,Critical,4,ML anomaly detected + Credential theft indicator + Malware indicator present,4,Yes,8.1,74.1,High,strong anomaly evidence + high CVSS + malware detected
EVT08177,2026-01-29 09:25:00,DDoS Attempt,Critical,Normal,0.0762302589259127,DDoS,High,3,DDoS indicator,3,No,1.0,32.19,Low,moderate anomaly evidence
EVT08178,2026-01-29 09:30:00,Suspicious Process Execution,Medium,Normal,0.1314859930738258,Suspicious Process,Low,1,No major suspicious indicators,0,No,4.4,21.14,Low,limited supporting security evidence
EVT08179,2026-01-29 09:35:00,Web Shell Detected,Medium,Normal,0.073912800058502,Web Shell,Medium,2,No major suspicious indicators,0,No,1.7,28.74,Low,moderate anomaly evidence
EVT08180,2026-01-29 09:40:00,Credential Dumping,Critical,Normal,0.0014394971710151,Credential Theft,High,3,Credential theft indicator,8,No,3.5,64.67,Moderate,strong anomaly evidence + high failed-login activity
EVT08181,2026-01-29 09:45:00,DDoS Attempt,Medium,Normal,0.1191936946384712,DDoS,High,3,DDoS indicator,0,No,3.7,22.49,Low,limited supporting security evidence
EVT08182,2026-01-29 09:50:00,Ransomware Detected,Low,Normal,0.0983078554781909,Ransomware,Critical,4,Ransomware event detected,0,No,1.8,23.2,Low,limited supporting security evidence
EVT08183,2026-01-29 09:55:00,Account Lockout,Critical,Normal,0.0652547342166,Suspicious Activity,High,3,No major suspicious indicators,0,No,5.1,38.34,Low,moderate anomaly evidence
