rank,event_id,risk_score,risk_level,priority,status,reasons,input_ioc_status,input_asset_criticality_label,input_asset_criticality_verified
8513,EVT01492,28.81,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8514,EVT04792,28.81,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8515,EVT05677,28.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8516,EVT03119,28.79,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8517,EVT06288,28.79,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8518,EVT09761,28.78,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8519,EVT09837,28.78,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8520,EVT09910,28.78,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8521,EVT00284,28.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8522,EVT02929,28.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8523,EVT02956,28.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8524,EVT07644,28.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8525,EVT08068,28.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8526,EVT02922,28.76,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8527,EVT01366,28.75,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8528,EVT08081,28.75,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8529,EVT00395,28.74,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8530,EVT05746,28.74,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8531,EVT09809,28.74,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8532,EVT06509,28.73,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8533,EVT07790,28.73,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8534,EVT05872,28.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8535,EVT06526,28.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8536,EVT07833,28.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8537,EVT09004,28.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8538,EVT00968,28.7,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8539,EVT01719,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8540,EVT03417,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8541,EVT03480,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8542,EVT04771,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8543,EVT05825,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8544,EVT05957,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8545,EVT07098,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8546,EVT09367,28.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8547,EVT06356,28.68,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8548,EVT07842,28.68,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8549,EVT03089,28.67,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8550,EVT03520,28.67,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8551,EVT08683,28.67,Medium,Monitor,Open,[],No IOC Match,Medium,True
8552,EVT00392,28.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8553,EVT01749,28.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8554,EVT06540,28.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8555,EVT07651,28.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8556,EVT02805,28.65,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8557,EVT04383,28.65,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8558,EVT06412,28.64,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8559,EVT07121,28.64,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8560,EVT02253,28.63,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8561,EVT03416,28.63,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8562,EVT03856,28.62,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8563,EVT00838,28.6,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8564,EVT02675,28.6,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8565,EVT00786,28.59,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8566,EVT02068,28.59,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8567,EVT04029,28.59,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8568,EVT05268,28.59,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8569,EVT01203,28.58,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8570,EVT05454,28.58,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8571,EVT06754,28.58,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8572,EVT07607,28.57,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8573,EVT08843,28.57,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8574,EVT09034,28.57,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8575,EVT00373,28.55,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8576,EVT05115,28.54,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8577,EVT09894,28.54,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8578,EVT04010,28.53,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8579,EVT08227,28.53,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8580,EVT00681,28.52,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8581,EVT06146,28.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8582,EVT02367,28.47,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8583,EVT08945,28.47,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8584,EVT07155,28.46,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8585,EVT02921,28.45,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8586,EVT03332,28.45,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8587,EVT02372,28.44,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8588,EVT09383,28.44,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8589,EVT09669,28.43,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8590,EVT07277,28.42,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8591,EVT03751,28.41,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8592,EVT05344,28.41,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8593,EVT09974,28.41,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8594,EVT08939,28.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8595,EVT02862,28.38,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8596,EVT00985,28.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8597,EVT05866,28.37,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8598,EVT08512,28.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8599,EVT08835,28.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8600,EVT09317,28.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8601,EVT08989,28.35,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8602,EVT02343,28.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8603,EVT02611,28.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8604,EVT06840,28.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8605,EVT05394,28.32,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8606,EVT07169,28.32,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8607,EVT06229,28.29,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8608,EVT02897,28.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8609,EVT03504,28.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8610,EVT05404,28.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8611,EVT08577,28.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8612,EVT01460,28.26,Medium,Monitor,Open,[],No IOC Match,Medium,True
8613,EVT03397,28.26,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8614,EVT09313,28.26,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8615,EVT00348,28.25,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8616,EVT04765,28.25,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Low,True
8617,EVT06417,28.25,Medium,Monitor,Open,[],No IOC Match,Low,True
8618,EVT09861,28.24,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8619,EVT01389,28.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8620,EVT00337,28.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8621,EVT04286,28.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8622,EVT07213,28.22,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8623,EVT07422,28.22,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8624,EVT01549,28.21,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8625,EVT06364,28.2,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8626,EVT05174,28.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8627,EVT01987,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8628,EVT02537,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8629,EVT04468,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8630,EVT07776,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8631,EVT07974,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8632,EVT08248,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8633,EVT08342,28.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8634,EVT08778,28.16,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8635,EVT01756,28.15,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8636,EVT06618,28.15,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8637,EVT04372,28.14,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8638,EVT06357,28.12,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8639,EVT02386,28.11,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8640,EVT04160,28.1,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8641,EVT07108,28.1,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8642,EVT07284,28.1,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8643,EVT03888,28.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8644,EVT04323,28.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8645,EVT05710,28.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8646,EVT06915,28.09,Medium,Monitor,Open,[],No IOC Match,Medium,True
8647,EVT07583,28.08,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8648,EVT01746,28.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8649,EVT03924,28.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8650,EVT05650,28.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8651,EVT06679,28.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8652,EVT00100,28.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8653,EVT01143,28.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8654,EVT01597,28.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8655,EVT06433,28.05,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8656,EVT07789,28.05,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8657,EVT09788,28.05,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8658,EVT05415,28.04,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8659,EVT02785,28.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8660,EVT04976,28.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8661,EVT07505,28.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8662,EVT08085,28.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8663,EVT09794,28.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8664,EVT00830,28.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8665,EVT00988,28.02,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8666,EVT05011,28.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8667,EVT07648,28.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8668,EVT08264,28.01,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8669,EVT02234,28.0,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8670,EVT08500,28.0,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8671,EVT02103,27.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8672,EVT02689,27.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8673,EVT04069,27.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8674,EVT05610,27.97,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8675,EVT00039,27.96,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8676,EVT06851,27.96,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8677,EVT00444,27.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8678,EVT02202,27.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8679,EVT08160,27.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8680,EVT04725,27.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8681,EVT08709,27.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8682,EVT00471,27.93,Medium,Monitor,Open,[],No IOC Match,Medium,True
8683,EVT06107,27.93,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8684,EVT07480,27.93,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8685,EVT00974,27.92,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8686,EVT09017,27.92,Medium,Monitor,Open,[],No IOC Match,Low,True
8687,EVT03311,27.91,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8688,EVT02172,27.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8689,EVT05205,27.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8690,EVT06981,27.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8691,EVT08222,27.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8692,EVT08858,27.88,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8693,EVT02650,27.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8694,EVT03472,27.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8695,EVT04349,27.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8696,EVT07131,27.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8697,EVT02555,27.86,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8698,EVT05602,27.86,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8699,EVT07071,27.86,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8700,EVT04391,27.84,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8701,EVT01537,27.83,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8702,EVT02525,27.83,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8703,EVT07632,27.83,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8704,EVT04115,27.82,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8705,EVT05203,27.82,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8706,EVT01185,27.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8707,EVT04187,27.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8708,EVT06455,27.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8709,EVT09624,27.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8710,EVT02145,27.79,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8711,EVT01765,27.78,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8712,EVT02816,27.76,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8713,EVT06152,27.76,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8714,EVT05313,27.75,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8715,EVT05797,27.74,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8716,EVT03918,27.73,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8717,EVT07862,27.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8718,EVT09552,27.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8719,EVT09114,27.71,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8720,EVT09782,27.71,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8721,EVT01293,27.7,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8722,EVT04340,27.7,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8723,EVT07980,27.7,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8724,EVT03244,27.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8725,EVT06508,27.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8726,EVT03684,27.68,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8727,EVT02154,27.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8728,EVT03672,27.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8729,EVT06609,27.65,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8730,EVT07817,27.65,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8731,EVT01554,27.64,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8732,EVT07716,27.64,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8733,EVT08453,27.63,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8734,EVT06099,27.6,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8735,EVT01953,27.59,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8736,EVT04926,27.58,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8737,EVT06588,27.58,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8738,EVT06965,27.57,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8739,EVT04111,27.56,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8740,EVT08997,27.56,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8741,EVT00215,27.55,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8742,EVT00513,27.55,Medium,Monitor,Open,[],No IOC Match,Medium,True
8743,EVT07196,27.55,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8744,EVT03793,27.54,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8745,EVT03798,27.53,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8746,EVT08213,27.53,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8747,EVT04148,27.52,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8748,EVT05384,27.52,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8749,EVT06715,27.52,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8750,EVT02967,27.51,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8751,EVT08326,27.49,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8752,EVT09748,27.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8753,EVT06187,27.45,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8754,EVT07145,27.45,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8755,EVT00505,27.44,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8756,EVT01142,27.44,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8757,EVT07591,27.43,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8758,EVT00009,27.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8759,EVT00789,27.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8760,EVT04473,27.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8761,EVT09375,27.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8762,EVT00610,27.4,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8763,EVT02505,27.4,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8764,EVT00116,27.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8765,EVT03801,27.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8766,EVT04780,27.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8767,EVT09173,27.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8768,EVT07238,27.38,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8769,EVT00275,27.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8770,EVT08584,27.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8771,EVT02527,27.34,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8772,EVT06218,27.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8773,EVT09453,27.31,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8774,EVT03303,27.3,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8775,EVT08662,27.3,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8776,EVT04764,27.29,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8777,EVT01902,27.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8778,EVT00378,27.27,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8779,EVT08557,27.27,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8780,EVT07947,27.26,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8781,EVT04213,27.25,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8782,EVT09869,27.25,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8783,EVT03461,27.24,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8784,EVT05901,27.24,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8785,EVT01368,27.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8786,EVT02551,27.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8787,EVT08104,27.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8788,EVT03797,27.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8789,EVT04063,27.22,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8790,EVT05839,27.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8791,EVT05932,27.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8792,EVT08075,27.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8793,EVT08724,27.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8794,EVT08191,27.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8795,EVT04818,27.2,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8796,EVT00862,27.19,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8797,EVT06631,27.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8798,EVT07917,27.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8799,EVT08059,27.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8800,EVT07604,27.16,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8801,EVT08511,27.16,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8802,EVT03959,27.14,Medium,Monitor,Open,[],No IOC Match,Medium,True
