rank,event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified,status
7420,EVT08937,0.3342,33.42,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.139201+00:00,Low,30.75,Normal,6.4,No IOC Match,,OPS-PRT-0081,Unknown,False,,0,Normal,No IOC Match,OPS-PRT-0081,Unknown,False,Open
7421,EVT09479,0.3342,33.42,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.160302+00:00,Low,33.95,Normal,6.0,No IOC Match,,ENG-PC-0015,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0015,Unknown,False,Open
7422,EVT00295,0.3341,33.41,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.785328+00:00,Medium,23.31,Normal,4.2,No IOC Match,,IT-DB-0126,Unknown,False,,0,Normal,No IOC Match,IT-DB-0126,Unknown,False,Open
7423,EVT04973,0.334,33.4,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.975853+00:00,Low,51.47,Normal,3.8,No IOC Match,,OPS-MOB-0127,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0127,Unknown,False,Open
7424,EVT05120,0.334,33.4,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.981972+00:00,Medium,18.49,Normal,4.8,No IOC Match,,SAL-FW-0120,Unknown,False,,0,Normal,No IOC Match,SAL-FW-0120,Unknown,False,Open
7425,EVT08027,0.334,33.4,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.103018+00:00,Low,29.88,Normal,6.5,No IOC Match,,ENG-PRT-0064,Unknown,False,,0,Normal,No IOC Match,ENG-PRT-0064,Unknown,False,Open
7426,EVT08386,0.334,33.4,Medium,Monitor,True,[],1.0,0.5,[],2026-09-02T05:58:32.117343+00:00,High,13.8,Normal,0.6,No IOC Match,,HR-MOB-0077,Medium,True,0.5,0,Normal,No IOC Match,HR-MOB-0077,Medium,True,Open
7427,EVT09373,0.334,33.4,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.156475+00:00,Medium,20.87,Normal,4.5,No IOC Match,,FIN-MOB-0047,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0047,Unknown,False,Open
7428,EVT02353,0.3338,33.38,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.866264+00:00,High,19.03,Normal,1.6,No IOC Match,,HR-IOT-0087,Unknown,False,,0,Normal,No IOC Match,HR-IOT-0087,Unknown,False,Open
7429,EVT02318,0.3337,33.37,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.864865+00:00,High,18.18,Normal,1.7,No IOC Match,,IT-LAP-0131,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0131,Unknown,False,Open
7430,EVT03209,0.3337,33.37,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.904673+00:00,High,19.8,Normal,1.5,No IOC Match,,LEG-RTR-0116,Unknown,False,,0,Normal,No IOC Match,LEG-RTR-0116,Unknown,False,Open
7431,EVT00617,0.3336,33.36,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.797693+00:00,Medium,15.16,Normal,5.2,No IOC Match,,HR-DB-0028,Unknown,False,,0,Normal,No IOC Match,HR-DB-0028,Unknown,False,Open
7432,EVT05587,0.3336,33.36,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.006777+00:00,High,20.54,Normal,1.4,No IOC Match,,ENG-DB-0057,Unknown,False,,0,Normal,No IOC Match,ENG-DB-0057,Unknown,False,Open
7433,EVT06961,0.3336,33.36,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.060742+00:00,Low,48.15,Normal,4.2,No IOC Match,,SAL-RTR-0067,Unknown,False,,6,Normal,No IOC Match,SAL-RTR-0067,Unknown,False,Open
7434,EVT07915,0.3336,33.36,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.098256+00:00,Low,29.75,Normal,6.5,No IOC Match,,HR-IOT-0106,Unknown,False,,0,Normal,No IOC Match,HR-IOT-0106,Unknown,False,Open
7435,EVT09787,0.3336,33.36,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.171992+00:00,Medium,32.74,Normal,3.0,No IOC Match,,MKT-RTR-0033,Unknown,False,,6,Normal,No IOC Match,MKT-RTR-0033,Unknown,False,Open
7436,EVT02962,0.3334,33.34,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.894511+00:00,Medium,32.68,Normal,3.0,No IOC Match,,OPS-FW-0062,Unknown,False,,4,Normal,No IOC Match,OPS-FW-0062,Unknown,False,Open
7437,EVT07734,0.3334,33.34,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.090591+00:00,Medium,19.88,Normal,4.6,No IOC Match,,FIN-PRT-0078,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0078,Unknown,False,Open
7438,EVT00126,0.3333,33.33,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.779067+00:00,High,23.67,Normal,1.0,No IOC Match,,MKT-PC-0045,Unknown,False,,2,Normal,No IOC Match,MKT-PC-0045,Unknown,False,Open
7439,EVT05893,0.3333,33.33,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.018184+00:00,Medium,23.87,Normal,4.1,No IOC Match,,SAL-IOT-0035,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0035,Unknown,False,Open
7440,EVT06980,0.3333,33.33,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.061400+00:00,Medium,22.25,Normal,4.3,No IOC Match,,IT-LAP-0016,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0016,Unknown,False,Open
7441,EVT09102,0.3333,33.33,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.145681+00:00,Medium,19.85,Normal,4.6,No IOC Match,,OPS-SW-0029,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0029,Unknown,False,Open
7442,EVT03766,0.3332,33.32,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.926657+00:00,Low,48.82,Normal,4.1,No IOC Match,,HR-RTR-0102,Unknown,False,,6,Normal,No IOC Match,HR-RTR-0102,Unknown,False,Open
7443,EVT00095,0.3331,33.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.777818+00:00,Low,31.18,Normal,6.3,No IOC Match,,ENG-LAP-0080,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0080,Unknown,False,Open
7444,EVT00900,0.3331,33.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.809075+00:00,Medium,26.99,Normal,3.7,No IOC Match,,IT-PC-0105,Unknown,False,,3,Normal,No IOC Match,IT-PC-0105,Unknown,False,Open
7445,EVT05840,0.3331,33.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016253+00:00,Medium,23.8,Normal,4.1,No IOC Match,,OPS-RTR-0023,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0023,Unknown,False,Open
7446,EVT07902,0.3331,33.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.097387+00:00,Low,33.59,Normal,6.0,No IOC Match,,MKT-SRV-0116,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0116,Unknown,False,Open
7447,EVT08435,0.333,33.3,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.119152+00:00,Medium,46.95,Normal,1.2,No IOC Match,,LEG-DB-0085,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0085,Unknown,False,Open
7448,EVT00673,0.3329,33.29,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.800278+00:00,High,16.32,Normal,1.9,No IOC Match,,SAL-LAP-0015,Unknown,False,,1,Normal,No IOC Match,SAL-LAP-0015,Unknown,False,Open
7449,EVT01273,0.3329,33.29,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.822569+00:00,Medium,14.13,Normal,5.3,No IOC Match,,HR-SW-0070,Unknown,False,,0,Normal,No IOC Match,HR-SW-0070,Unknown,False,Open
7450,EVT03502,0.3329,33.29,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.916971+00:00,Low,27.92,Normal,6.7,No IOC Match,,SAL-SRV-0046,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0046,Unknown,False,Open
7451,EVT04195,0.3329,33.29,Medium,Monitor,True,[],1.0,0.75,[],2026-09-02T05:58:31.942904+00:00,Medium,11.16,Normal,1.5,No IOC Match,,HR-SW-0091,High,True,0.75,0,Normal,No IOC Match,HR-SW-0091,High,True,Open
7452,EVT04934,0.3329,33.29,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.973837+00:00,High,16.33,Normal,1.9,No IOC Match,,MKT-PC-0051,Unknown,False,,0,Normal,No IOC Match,MKT-PC-0051,Unknown,False,Open
7453,EVT05312,0.3329,33.29,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.989840+00:00,Medium,22.92,Normal,4.2,No IOC Match,,SAL-DB-0050,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0050,Unknown,False,Open
7454,EVT04388,0.3328,33.28,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.950546+00:00,Medium,38.1,Normal,2.3,No IOC Match,,IT-SRV-0097,Unknown,False,,2,Normal,No IOC Match,IT-SRV-0097,Unknown,False,Open
7455,EVT06424,0.3328,33.28,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.038298+00:00,Low,33.51,Normal,6.0,No IOC Match,,SAL-PC-0082,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0082,Unknown,False,Open
7456,EVT07075,0.3328,33.28,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065028+00:00,High,14.7,Normal,2.1,No IOC Match,,SAL-DB-0110,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0110,Unknown,False,Open
7457,EVT02729,0.3327,33.27,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.884144+00:00,Medium,40.46,Normal,2.0,No IOC Match,,MKT-SRV-0024,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0024,Unknown,False,Open
7458,EVT05178,0.3327,33.27,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984252+00:00,Medium,22.06,Normal,4.3,No IOC Match,,ENG-FW-0109,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0109,Unknown,False,Open
7459,EVT00518,0.3326,33.26,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.794212+00:00,High,26.62,Normal,0.6,No IOC Match,,FIN-LAP-0109,Unknown,False,,3,Normal,No IOC Match,FIN-LAP-0109,Unknown,False,Open
7460,EVT06224,0.3326,33.26,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.030501+00:00,Low,28.62,Normal,6.6,No IOC Match,,MKT-SW-0109,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0109,Unknown,False,Open
7461,EVT09913,0.3326,33.26,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.176736+00:00,Medium,18.02,Normal,4.8,No IOC Match,,FIN-PRT-0091,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0091,Unknown,False,Open
7462,EVT00767,0.3325,33.25,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.804142+00:00,Low,27.8,Normal,6.7,No IOC Match,,LEG-DB-0013,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0013,Unknown,False,Open
7463,EVT01816,0.3325,33.25,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.842628+00:00,Low,39.01,Normal,5.3,No IOC Match,,FIN-LAP-0029,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0029,Unknown,False,Open
7464,EVT00340,0.3324,33.24,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.786964+00:00,High,20.18,Normal,1.4,No IOC Match,,SAL-LAP-0068,Unknown,False,,0,Normal,No IOC Match,SAL-LAP-0068,Unknown,False,Open
7465,EVT03716,0.3324,33.24,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.924856+00:00,Medium,22.76,Normal,4.2,No IOC Match,,IT-LAP-0123,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0123,Unknown,False,Open
7466,EVT01870,0.3323,33.23,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.845295+00:00,Medium,20.32,Normal,4.5,No IOC Match,,LEG-MOB-0057,Unknown,False,,0,Normal,No IOC Match,LEG-MOB-0057,Unknown,False,Open
7467,EVT08178,0.3323,33.23,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.109213+00:00,Medium,21.14,Normal,4.4,No IOC Match,,OPS-PRT-0030,Unknown,False,,0,Normal,No IOC Match,OPS-PRT-0030,Unknown,False,Open
7468,EVT03284,0.3322,33.22,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.907608+00:00,Low,26.11,Normal,6.9,No IOC Match,,IT-SW-0018,Unknown,False,,0,Normal,No IOC Match,IT-SW-0018,Unknown,False,Open
7469,EVT04233,0.3322,33.22,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.944579+00:00,Medium,18.7,Normal,4.7,No IOC Match,,OPS-LAP-0055,Unknown,False,,0,Normal,No IOC Match,OPS-LAP-0055,Unknown,False,Open
7470,EVT06874,0.3322,33.22,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.057292+00:00,High,30.51,Normal,0.1,No IOC Match,,HR-LAP-0094,Unknown,False,,0,Normal,No IOC Match,HR-LAP-0094,Unknown,False,Open
7471,EVT09139,0.3322,33.22,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.147140+00:00,Low,26.92,Normal,6.8,No IOC Match,,OPS-IOT-0069,Unknown,False,,0,Normal,No IOC Match,OPS-IOT-0069,Unknown,False,Open
7472,EVT04682,0.332,33.2,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.962262+00:00,Low,27.65,Normal,6.7,No IOC Match,,HR-IOT-0011,Unknown,False,,0,Normal,No IOC Match,HR-IOT-0011,Unknown,False,Open
7473,EVT05179,0.332,33.2,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984286+00:00,Medium,28.24,Normal,3.5,No IOC Match,,OPS-SW-0037,Unknown,False,,2,Normal,No IOC Match,OPS-SW-0037,Unknown,False,Open
7474,EVT07453,0.332,33.2,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.079942+00:00,Medium,26.65,Normal,3.7,No IOC Match,,MKT-DB-0010,Unknown,False,,1,Normal,No IOC Match,MKT-DB-0010,Unknown,False,Open
7475,EVT08499,0.332,33.2,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.121567+00:00,Low,32.43,Normal,6.1,No IOC Match,,HR-PRT-0098,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0098,Unknown,False,Open
7476,EVT03314,0.3319,33.19,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.908950+00:00,High,29.6,Normal,0.2,No IOC Match,,SAL-IOT-0027,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0027,Unknown,False,Open
7477,EVT09620,0.3319,33.19,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.165574+00:00,Medium,49.81,Normal,0.8,No IOC Match,,FIN-MOB-0089,Unknown,False,,4,Normal,No IOC Match,FIN-MOB-0089,Unknown,False,Open
7478,EVT08985,0.3318,33.18,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.141083+00:00,Medium,39.37,Normal,2.1,No IOC Match,,HR-PRT-0072,Unknown,False,,5,Normal,No IOC Match,HR-PRT-0072,Unknown,False,Open
7479,EVT09197,0.3318,33.18,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.149526+00:00,Medium,44.18,Normal,1.5,No IOC Match,,FIN-LAP-0025,Unknown,False,,2,Normal,No IOC Match,FIN-LAP-0025,Unknown,False,Open
7480,EVT01390,0.3317,33.17,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.826955+00:00,Medium,30.54,Normal,3.2,No IOC Match,,LEG-FW-0095,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0095,Unknown,False,Open
7481,EVT06140,0.3317,33.17,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.027510+00:00,High,23.96,Normal,0.9,No IOC Match,,SAL-SRV-0118,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0118,Unknown,False,Open
7482,EVT08389,0.3317,33.17,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.117476+00:00,Medium,40.95,Normal,1.9,No IOC Match,,FIN-DB-0070,Unknown,False,,0,Normal,No IOC Match,FIN-DB-0070,Unknown,False,Open
7483,EVT02588,0.3316,33.16,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.875457+00:00,Medium,33.72,Normal,2.8,No IOC Match,,MKT-IOT-0088,Unknown,False,,5,Normal,No IOC Match,MKT-IOT-0088,Unknown,False,Open
7484,EVT00226,0.3315,33.15,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.782893+00:00,High,20.69,Normal,1.3,No IOC Match,,ENG-LAP-0010,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0010,Unknown,False,Open
7485,EVT07600,0.3315,33.15,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.085275+00:00,Low,42.68,Normal,4.8,No IOC Match,,MKT-PC-0116,Unknown,False,,4,Normal,No IOC Match,MKT-PC-0116,Unknown,False,Open
7486,EVT08681,0.3315,33.15,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.128514+00:00,Medium,17.67,Normal,4.8,No IOC Match,,IT-SRV-0021,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0021,Unknown,False,Open
7487,EVT00736,0.3314,33.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.802934+00:00,High,27.06,Normal,0.5,No IOC Match,,LEG-LAP-0041,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0041,Unknown,False,Open
7488,EVT01022,0.3314,33.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.813369+00:00,High,31.05,Normal,0.0,No IOC Match,,LEG-IOT-0055,Unknown,False,,2,Normal,No IOC Match,LEG-IOT-0055,Unknown,False,Open
7489,EVT01928,0.3314,33.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.847573+00:00,Medium,19.24,Normal,4.6,No IOC Match,,ENG-IOT-0094,Unknown,False,,0,Normal,No IOC Match,ENG-IOT-0094,Unknown,False,Open
7490,EVT03678,0.3314,33.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.923536+00:00,High,28.66,Normal,0.3,No IOC Match,,FIN-SW-0101,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0101,Unknown,False,Open
7491,EVT06351,0.3314,33.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.035608+00:00,High,17.45,Normal,1.7,No IOC Match,,LEG-MOB-0017,Unknown,False,,0,Normal,No IOC Match,LEG-MOB-0017,Unknown,False,Open
7492,EVT00043,0.3313,33.13,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.775534+00:00,Medium,19.23,Normal,4.6,No IOC Match,,MKT-SRV-0087,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0087,Unknown,False,Open
7493,EVT04405,0.3313,33.13,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.951345+00:00,High,18.21,Normal,1.6,No IOC Match,,LEG-LAP-0059,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0059,Unknown,False,Open
7494,EVT07664,0.3313,33.13,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.087871+00:00,Low,34.62,Normal,5.8,No IOC Match,,FIN-PC-0013,Unknown,False,,0,Normal,No IOC Match,FIN-PC-0013,Unknown,False,Open
7495,EVT00333,0.3312,33.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.786726+00:00,Low,31.4,Normal,6.2,No IOC Match,,IT-SW-0049,Unknown,False,,0,Normal,No IOC Match,IT-SW-0049,Unknown,False,Open
7496,EVT00645,0.3312,33.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.798898+00:00,High,27.0,Normal,0.5,No IOC Match,,OPS-PC-0093,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0093,Unknown,False,Open
7497,EVT01280,0.3312,33.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.822806+00:00,Medium,23.17,Normal,4.1,No IOC Match,,MKT-FW-0099,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0099,Unknown,False,Open
7498,EVT01659,0.3312,33.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837023+00:00,Medium,19.97,Normal,4.5,No IOC Match,,LEG-SW-0025,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0025,Unknown,False,Open
7499,EVT03404,0.3311,33.11,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.913200+00:00,High,20.55,Normal,1.3,No IOC Match,,HR-PC-0015,Unknown,False,,0,Normal,No IOC Match,HR-PC-0015,Unknown,False,Open
7500,EVT04117,0.3311,33.11,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.939886+00:00,Low,31.36,Normal,6.2,No IOC Match,,IT-SW-0022,Unknown,False,,0,Normal,No IOC Match,IT-SW-0022,Unknown,False,Open
7501,EVT01601,0.331,33.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.834767+00:00,Medium,27.11,Normal,3.6,No IOC Match,,FIN-SRV-0118,Unknown,False,,0,Normal,No IOC Match,FIN-SRV-0118,Unknown,False,Open
7502,EVT05605,0.331,33.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.007562+00:00,High,15.73,Normal,1.9,No IOC Match,,HR-SRV-0084,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0084,Unknown,False,Open
7503,EVT08673,0.331,33.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.128199+00:00,High,26.93,Normal,0.5,No IOC Match,,FIN-PRT-0089,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0089,Unknown,False,Open
7504,EVT09975,0.331,33.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.179898+00:00,Medium,23.93,Normal,4.0,No IOC Match,,HR-PC-0112,Unknown,False,,0,Normal,No IOC Match,HR-PC-0112,Unknown,False,Open
7505,EVT00460,0.3309,33.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.792038+00:00,High,15.68,Normal,1.9,No IOC Match,,IT-SW-0131,Unknown,False,,0,Normal,No IOC Match,IT-SW-0131,Unknown,False,Open
7506,EVT07744,0.3309,33.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.090940+00:00,Low,42.5,Normal,4.8,No IOC Match,,ENG-SW-0062,Unknown,False,,1,Normal,No IOC Match,ENG-SW-0062,Unknown,False,Open
7507,EVT07890,0.3309,33.09,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.096576+00:00,Medium,51.89,Normal,0.5,No IOC Match,,SAL-FW-0056,Unknown,False,,6,Normal,No IOC Match,SAL-FW-0056,Unknown,False,Open
7508,EVT01367,0.3308,33.08,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.826145+00:00,Medium,18.26,Normal,4.7,No IOC Match,,OPS-MOB-0057,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0057,Unknown,False,Open
7509,EVT05163,0.3308,33.08,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.983740+00:00,Medium,47.86,Normal,1.0,No IOC Match,,ENG-RTR-0050,Unknown,False,,8,Normal,No IOC Match,ENG-RTR-0050,Unknown,False,Open
7510,EVT03806,0.3307,33.07,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.928044+00:00,Medium,47.02,Normal,1.1,No IOC Match,,OPS-FW-0111,Unknown,False,,0,Normal,No IOC Match,OPS-FW-0111,Unknown,False,Open
7511,EVT04785,0.3307,33.07,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.966039+00:00,Low,45.61,Normal,4.4,No IOC Match,,LEG-DB-0018,Unknown,False,,5,Normal,No IOC Match,LEG-DB-0018,Unknown,False,Open
7512,EVT02242,0.3306,33.06,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.862157+00:00,Medium,19.8,Normal,4.5,No IOC Match,,HR-SRV-0029,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0029,Unknown,False,Open
7513,EVT07812,0.3306,33.06,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.093382+00:00,High,21.99,Normal,1.1,No IOC Match,,SAL-DB-0107,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0107,Unknown,False,Open
7514,EVT08240,0.3306,33.06,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.111890+00:00,Medium,27.8,Normal,3.5,No IOC Match,,HR-PC-0010,Unknown,False,,1,Normal,No IOC Match,HR-PC-0010,Unknown,False,Open
7515,EVT03386,0.3305,33.05,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.912458+00:00,High,17.17,Normal,1.7,No IOC Match,,IT-IOT-0070,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0070,Unknown,False,Open
7516,EVT09384,0.3304,33.04,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.156861+00:00,High,9.94,Normal,2.6,No IOC Match,,IT-MOB-0099,Unknown,False,,0,Normal,No IOC Match,IT-MOB-0099,Unknown,False,Open
7517,EVT01233,0.3303,33.03,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.821094+00:00,High,18.69,Normal,1.5,No IOC Match,,MKT-SW-0088,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0088,Unknown,False,Open
